Hylak_id,year,lake,ct,lndu,developed,forest,cultivated,wetlands,water,barren,shrubland,herbaceous,depthf,areaf,depth,area,elev,eutro,oligo,dys,RT,WshA,dep_avg,trophic
1023444,2003,nhdhr_120020805,Heavy consumption,developed,0.421965317919,0.236994219654,0.135838150289,0.118497109827,0.080924855491,0.00289017341,0,0.00289017341,"(10,15]","(1e+05,1e+06]",14.325600000000009,460922.581227027,320,0.26768658563483005,0.6515727611758498,0.08074066809048124,5867,0.7,3.3,oligo
1023444,2004,nhdhr_120020805,Heavy consumption,developed,0.421965317919,0.236994219654,0.135838150289,0.118497109827,0.080924855491,0.00289017341,0,0.00289017341,"(10,15]","(1e+05,1e+06]",14.325600000000009,460922.581227027,320,0.05618174758647416,0.8992019593837016,0.04461630917274883,5867,0.7,3.3,oligo
1023444,2005,nhdhr_120020805,Heavy consumption,developed,0.421965317919,0.236994219654,0.135838150289,0.118497109827,0.080924855491,0.00289017341,0,0.00289017341,"(10,15]","(1e+05,1e+06]",14.325600000000009,460922.581227027,320,0.152749833799039,0.7862864010414621,0.06096375895068176,5867,0.7,3.3,oligo
1023444,2006,nhdhr_120020805,Heavy consumption,developed,0.421965317919,0.236994219654,0.135838150289,0.118497109827,0.080924855491,0.00289017341,0,0.00289017341,"(10,15]","(1e+05,1e+06]",14.325600000000009,460922.581227027,320,0.1650128067470865,0.7628740996381924,0.07211308616414054,5867,0.7,3.3,oligo
1023444,2007,nhdhr_120020805,Heavy consumption,developed,0.421965317919,0.236994219654,0.135838150289,0.118497109827,0.080924855491,0.00289017341,0,0.00289017341,"(10,15]","(1e+05,1e+06]",14.325600000000009,460922.581227027,320,0.13562980761687116,0.7631590049541163,0.10121119736312008,5867,0.7,3.3,oligo
1023444,2008,nhdhr_120020805,Heavy consumption,developed,0.421965317919,0.236994219654,0.135838150289,0.118497109827,0.080924855491,0.00289017341,0,0.00289017341,"(10,15]","(1e+05,1e+06]",14.325600000000009,460922.581227027,320,0.25420213007296655,0.690363238965779,0.0554346123348029,5867,0.7,3.3,oligo
1023444,2009,nhdhr_120020805,Heavy consumption,developed,0.421965317919,0.236994219654,0.135838150289,0.118497109827,0.080924855491,0.00289017341,0,0.00289017341,"(10,15]","(1e+05,1e+06]",14.325600000000009,460922.581227027,320,0.11196548464693552,0.4564071360208836,0.43162736691454656,5867,0.7,3.3,oligo
1023444,2010,nhdhr_120020805,Heavy consumption,developed,0.421965317919,0.236994219654,0.135838150289,0.118497109827,0.080924855491,0.00289017341,0,0.00289017341,"(10,15]","(1e+05,1e+06]",14.325600000000009,460922.581227027,320,0.2671288659805096,0.27125468044846224,0.46161646847218935,5867,0.7,3.3,dys
1023444,2011,nhdhr_120020805,Heavy consumption,developed,0.421965317919,0.236994219654,0.135838150289,0.118497109827,0.080924855491,0.00289017341,0,0.00289017341,"(10,15]","(1e+05,1e+06]",14.325600000000009,460922.581227027,320,0.2731753875132847,0.6494956198323444,0.07732899762142466,5867,0.7,3.3,oligo
1023444,2012,nhdhr_120020805,Heavy consumption,developed,0.421965317919,0.236994219654,0.135838150289,0.118497109827,0.080924855491,0.00289017341,0,0.00289017341,"(10,15]","(1e+05,1e+06]",14.325600000000009,460922.581227027,320,0.28336497614349204,0.6547837807987376,0.06185122443131893,5867,0.7,3.3,oligo
1023444,2013,nhdhr_120020805,Heavy consumption,developed,0.421965317919,0.236994219654,0.135838150289,0.118497109827,0.080924855491,0.00289017341,0,0.00289017341,"(10,15]","(1e+05,1e+06]",14.325600000000009,460922.581227027,320,0.5032225462400163,0.32925110069465596,0.16752637293354275,5867,0.7,3.3,eutro
1023444,2014,nhdhr_120020805,Heavy consumption,developed,0.421965317919,0.236994219654,0.135838150289,0.118497109827,0.080924855491,0.00289017341,0,0.00289017341,"(10,15]","(1e+05,1e+06]",14.325600000000009,460922.581227027,320,0.3954960446861181,0.5085887607944455,0.0959152268052858,5867,0.7,3.3,oligo
1023444,2015,nhdhr_120020805,Heavy consumption,developed,0.421965317919,0.236994219654,0.135838150289,0.118497109827,0.080924855491,0.00289017341,0,0.00289017341,"(10,15]","(1e+05,1e+06]",14.325600000000009,460922.581227027,320,0.07800479172259012,0.8757183257722259,0.0462768775381303,5867,0.7,3.3,oligo
1023444,2016,nhdhr_120020805,Heavy consumption,developed,0.421965317919,0.236994219654,0.135838150289,0.118497109827,0.080924855491,0.00289017341,0,0.00289017341,"(10,15]","(1e+05,1e+06]",14.325600000000009,460922.581227027,320,0.30937038018012997,0.6038498307400681,0.0867797741786407,5867,0.7,3.3,oligo
1023444,2017,nhdhr_120020805,Heavy consumption,developed,0.421965317919,0.236994219654,0.135838150289,0.118497109827,0.080924855491,0.00289017341,0,0.00289017341,"(10,15]","(1e+05,1e+06]",14.325600000000009,460922.581227027,320,0.1211390224995257,0.7990399223179399,0.0798210353143195,5867,0.7,3.3,oligo
1023444,2018,nhdhr_120020805,Heavy consumption,developed,0.421965317919,0.236994219654,0.135838150289,0.118497109827,0.080924855491,0.00289017341,0,0.00289017341,"(10,15]","(1e+05,1e+06]",14.325600000000009,460922.581227027,320,0.5927894979376783,0.2654093371553102,0.14180118477522644,5867,0.7,3.3,eutro
1023614,1984,nhdhr_120018511,Heavy consumption,wetlands,0.07904411764699999,0.26654411764700003,0.027573529411,0.579044117647,0.044117647058999995,0,0,0.0036764705879999996,"(5,10]","(1e+05,1e+06]",8.839200000000005,742032.436411293,320,0.7510124146123351,0.2098040880803125,0.03918351096675013,1412.3,7.4,3.9,eutro
1023614,1985,nhdhr_120018511,Heavy consumption,wetlands,0.07904411764699999,0.26654411764700003,0.027573529411,0.579044117647,0.044117647058999995,0,0,0.0036764705879999996,"(5,10]","(1e+05,1e+06]",8.839200000000005,742032.436411293,320,0.2548297529978701,0.6589072205404138,0.0862630041099743,1412.3,7.4,3.9,oligo
1023614,1986,nhdhr_120018511,Heavy consumption,wetlands,0.07904411764699999,0.26654411764700003,0.027573529411,0.579044117647,0.044117647058999995,0,0,0.0036764705879999996,"(5,10]","(1e+05,1e+06]",8.839200000000005,742032.436411293,320,0.6112682697172802,0.3122670871867579,0.07646465303006936,1412.3,7.4,3.9,eutro
1023614,1987,nhdhr_120018511,Heavy consumption,wetlands,0.07904411764699999,0.26654411764700003,0.027573529411,0.579044117647,0.044117647058999995,0,0,0.0036764705879999996,"(5,10]","(1e+05,1e+06]",8.839200000000005,742032.436411293,320,0.64323613540381,0.30519630522452906,0.05156753329462883,1412.3,7.4,3.9,eutro
1023614,1988,nhdhr_120018511,Heavy consumption,wetlands,0.07904411764699999,0.26654411764700003,0.027573529411,0.579044117647,0.044117647058999995,0,0,0.0036764705879999996,"(5,10]","(1e+05,1e+06]",8.839200000000005,742032.436411293,320,0.41644849230946845,0.5408172933252477,0.04273422678291815,1412.3,7.4,3.9,oligo
1023614,1989,nhdhr_120018511,Heavy consumption,wetlands,0.07904411764699999,0.26654411764700003,0.027573529411,0.579044117647,0.044117647058999995,0,0,0.0036764705879999996,"(5,10]","(1e+05,1e+06]",8.839200000000005,742032.436411293,320,0.4418418112856126,0.4802544215364331,0.07790380194733033,1412.3,7.4,3.9,oligo
1023614,1990,nhdhr_120018511,Heavy consumption,wetlands,0.07904411764699999,0.26654411764700003,0.027573529411,0.579044117647,0.044117647058999995,0,0,0.0036764705879999996,"(5,10]","(1e+05,1e+06]",8.839200000000005,742032.436411293,320,0.2459292164873307,0.6860220309307825,0.06804872277956439,1412.3,7.4,3.9,oligo
1023614,1991,nhdhr_120018511,Heavy consumption,wetlands,0.07904411764699999,0.26654411764700003,0.027573529411,0.579044117647,0.044117647058999995,0,0,0.0036764705879999996,"(5,10]","(1e+05,1e+06]",8.839200000000005,742032.436411293,320,0.4350641533261021,0.47571019719289526,0.08922568673390567,1412.3,7.4,3.9,oligo
1023614,1992,nhdhr_120018511,Heavy consumption,wetlands,0.07904411764699999,0.26654411764700003,0.027573529411,0.579044117647,0.044117647058999995,0,0,0.0036764705879999996,"(5,10]","(1e+05,1e+06]",8.839200000000005,742032.436411293,320,0.5952093184595906,0.17150051015181694,0.23329019374033425,1412.3,7.4,3.9,eutro
1023614,1994,nhdhr_120018511,Heavy consumption,wetlands,0.07904411764699999,0.26654411764700003,0.027573529411,0.579044117647,0.044117647058999995,0,0,0.0036764705879999996,"(5,10]","(1e+05,1e+06]",8.839200000000005,742032.436411293,320,0.6690076041328435,0.27697066539216264,0.05402173295852064,1412.3,7.4,3.9,eutro
1023614,1995,nhdhr_120018511,Heavy consumption,wetlands,0.07904411764699999,0.26654411764700003,0.027573529411,0.579044117647,0.044117647058999995,0,0,0.0036764705879999996,"(5,10]","(1e+05,1e+06]",8.839200000000005,742032.436411293,320,0.7773690861069781,0.1761047635809924,0.04652612050970718,1412.3,7.4,3.9,eutro
1023614,1996,nhdhr_120018511,Heavy consumption,wetlands,0.07904411764699999,0.26654411764700003,0.027573529411,0.579044117647,0.044117647058999995,0,0,0.0036764705879999996,"(5,10]","(1e+05,1e+06]",8.839200000000005,742032.436411293,320,0.0893367881830442,0.8436735944686732,0.06698962107357291,1412.3,7.4,3.9,oligo
1023614,1997,nhdhr_120018511,Heavy consumption,wetlands,0.07904411764699999,0.26654411764700003,0.027573529411,0.579044117647,0.044117647058999995,0,0,0.0036764705879999996,"(5,10]","(1e+05,1e+06]",8.839200000000005,742032.436411293,320,0.10907309717972,0.8228867357257796,0.06804017081979072,1412.3,7.4,3.9,oligo
1023614,1998,nhdhr_120018511,Heavy consumption,wetlands,0.07904411764699999,0.26654411764700003,0.027573529411,0.579044117647,0.044117647058999995,0,0,0.0036764705879999996,"(5,10]","(1e+05,1e+06]",8.839200000000005,742032.436411293,320,0.373142846173883,0.3837399369370662,0.2431172069549433,1412.3,7.4,3.9,oligo
1023614,1999,nhdhr_120018511,Heavy consumption,wetlands,0.07904411764699999,0.26654411764700003,0.027573529411,0.579044117647,0.044117647058999995,0,0,0.0036764705879999996,"(5,10]","(1e+05,1e+06]",8.839200000000005,742032.436411293,320,0.4771843740109323,0.42370172023835345,0.09911394052009036,1412.3,7.4,3.9,eutro
1023614,2000,nhdhr_120018511,Heavy consumption,wetlands,0.07904411764699999,0.26654411764700003,0.027573529411,0.579044117647,0.044117647058999995,0,0,0.0036764705879999996,"(5,10]","(1e+05,1e+06]",8.839200000000005,742032.436411293,320,0.7756103177515644,0.1836892763332619,0.0407003984645931,1412.3,7.4,3.9,eutro
1023614,2001,nhdhr_120018511,Heavy consumption,wetlands,0.07904411764699999,0.26654411764700003,0.027573529411,0.579044117647,0.044117647058999995,0,0,0.0036764705879999996,"(5,10]","(1e+05,1e+06]",8.839200000000005,742032.436411293,320,0.4469152971185927,0.4819221138955107,0.07116260637058469,1412.3,7.4,3.9,oligo
1023614,2002,nhdhr_120018511,Heavy consumption,wetlands,0.07904411764699999,0.26654411764700003,0.027573529411,0.579044117647,0.044117647058999995,0,0,0.0036764705879999996,"(5,10]","(1e+05,1e+06]",8.839200000000005,742032.436411293,320,0.17236627595199192,0.7423028891320909,0.08533085726765904,1412.3,7.4,3.9,oligo
1023614,2003,nhdhr_120018511,Heavy consumption,wetlands,0.07904411764699999,0.26654411764700003,0.027573529411,0.579044117647,0.044117647058999995,0,0,0.0036764705879999996,"(5,10]","(1e+05,1e+06]",8.839200000000005,742032.436411293,320,0.40369423372315194,0.4409567038255834,0.15534907735242598,1412.3,7.4,3.9,oligo
1023614,2004,nhdhr_120018511,Heavy consumption,wetlands,0.07904411764699999,0.26654411764700003,0.027573529411,0.579044117647,0.044117647058999995,0,0,0.0036764705879999996,"(5,10]","(1e+05,1e+06]",8.839200000000005,742032.436411293,320,0.15073424981435626,0.8015144676061179,0.04775129127186985,1412.3,7.4,3.9,oligo
1023614,2005,nhdhr_120018511,Heavy consumption,wetlands,0.07904411764699999,0.26654411764700003,0.027573529411,0.579044117647,0.044117647058999995,0,0,0.0036764705879999996,"(5,10]","(1e+05,1e+06]",8.839200000000005,742032.436411293,320,0.23988882386131813,0.6907022321728725,0.06940894396580932,1412.3,7.4,3.9,oligo
1023614,2006,nhdhr_120018511,Heavy consumption,wetlands,0.07904411764699999,0.26654411764700003,0.027573529411,0.579044117647,0.044117647058999995,0,0,0.0036764705879999996,"(5,10]","(1e+05,1e+06]",8.839200000000005,742032.436411293,320,0.3319503919511018,0.5118943089230868,0.15615529912581136,1412.3,7.4,3.9,oligo
1023614,2007,nhdhr_120018511,Heavy consumption,wetlands,0.07904411764699999,0.26654411764700003,0.027573529411,0.579044117647,0.044117647058999995,0,0,0.0036764705879999996,"(5,10]","(1e+05,1e+06]",8.839200000000005,742032.436411293,320,0.538667962264726,0.39943310640835206,0.06189890897518015,1412.3,7.4,3.9,eutro
1023614,2008,nhdhr_120018511,Heavy consumption,wetlands,0.07904411764699999,0.26654411764700003,0.027573529411,0.579044117647,0.044117647058999995,0,0,0.0036764705879999996,"(5,10]","(1e+05,1e+06]",8.839200000000005,742032.436411293,320,0.4119673558718629,0.5284423647285856,0.0595902458719388,1412.3,7.4,3.9,oligo
1023614,2009,nhdhr_120018511,Heavy consumption,wetlands,0.07904411764699999,0.26654411764700003,0.027573529411,0.579044117647,0.044117647058999995,0,0,0.0036764705879999996,"(5,10]","(1e+05,1e+06]",8.839200000000005,742032.436411293,320,0.41495799425994423,0.4910391222919947,0.0940028561292656,1412.3,7.4,3.9,oligo
1023614,2010,nhdhr_120018511,Heavy consumption,wetlands,0.07904411764699999,0.26654411764700003,0.027573529411,0.579044117647,0.044117647058999995,0,0,0.0036764705879999996,"(5,10]","(1e+05,1e+06]",8.839200000000005,742032.436411293,320,0.5158979685026684,0.3917705013664036,0.09233152019682046,1412.3,7.4,3.9,eutro
1023614,2011,nhdhr_120018511,Heavy consumption,wetlands,0.07904411764699999,0.26654411764700003,0.027573529411,0.579044117647,0.044117647058999995,0,0,0.0036764705879999996,"(5,10]","(1e+05,1e+06]",8.839200000000005,742032.436411293,320,0.5865451683658147,0.35637374986242465,0.0570810296176964,1412.3,7.4,3.9,eutro
1023614,2012,nhdhr_120018511,Heavy consumption,wetlands,0.07904411764699999,0.26654411764700003,0.027573529411,0.579044117647,0.044117647058999995,0,0,0.0036764705879999996,"(5,10]","(1e+05,1e+06]",8.839200000000005,742032.436411293,320,0.21672894161081055,0.677175502472401,0.1060955857191108,1412.3,7.4,3.9,oligo
1023614,2013,nhdhr_120018511,Heavy consumption,wetlands,0.07904411764699999,0.26654411764700003,0.027573529411,0.579044117647,0.044117647058999995,0,0,0.0036764705879999996,"(5,10]","(1e+05,1e+06]",8.839200000000005,742032.436411293,320,0.32323321814638917,0.5761840558444334,0.10058274587739233,1412.3,7.4,3.9,oligo
1023614,2014,nhdhr_120018511,Heavy consumption,wetlands,0.07904411764699999,0.26654411764700003,0.027573529411,0.579044117647,0.044117647058999995,0,0,0.0036764705879999996,"(5,10]","(1e+05,1e+06]",8.839200000000005,742032.436411293,320,0.3186410430006628,0.565287668834848,0.11607130058212348,1412.3,7.4,3.9,oligo
1023614,2015,nhdhr_120018511,Heavy consumption,wetlands,0.07904411764699999,0.26654411764700003,0.027573529411,0.579044117647,0.044117647058999995,0,0,0.0036764705879999996,"(5,10]","(1e+05,1e+06]",8.839200000000005,742032.436411293,320,0.46098756709493466,0.4438698902143728,0.09514252778953136,1412.3,7.4,3.9,eutro
1023614,2016,nhdhr_120018511,Heavy consumption,wetlands,0.07904411764699999,0.26654411764700003,0.027573529411,0.579044117647,0.044117647058999995,0,0,0.0036764705879999996,"(5,10]","(1e+05,1e+06]",8.839200000000005,742032.436411293,320,0.6179706480055152,0.20910311029093556,0.17292624667060305,1412.3,7.4,3.9,eutro
1023614,2017,nhdhr_120018511,Heavy consumption,wetlands,0.07904411764699999,0.26654411764700003,0.027573529411,0.579044117647,0.044117647058999995,0,0,0.0036764705879999996,"(5,10]","(1e+05,1e+06]",8.839200000000005,742032.436411293,320,0.3959716538250373,0.4121839708950511,0.1918443603787504,1412.3,7.4,3.9,oligo
1023614,2018,nhdhr_120018511,Heavy consumption,wetlands,0.07904411764699999,0.26654411764700003,0.027573529411,0.579044117647,0.044117647058999995,0,0,0.0036764705879999996,"(5,10]","(1e+05,1e+06]",8.839200000000005,742032.436411293,320,0.3649049897421318,0.5264843148155971,0.1086106879916905,1412.3,7.4,3.9,oligo
1038771,1984,nhdhr_120019849,Heavy consumption,forest,0.212173913043,0.443478260869,0.006956521739,0.147826086956,0.102608695652,0,0.017391304348,0.06956521739100001,"(20,25]","(1e+05,1e+06]",24.688800000000015,716275.622493949,320,0.8473296192503291,0.11480909856501482,0.03786128653082807,24.3,245.7,4.9,eutro
1038771,1985,nhdhr_120019849,Heavy consumption,forest,0.212173913043,0.443478260869,0.006956521739,0.147826086956,0.102608695652,0,0.017391304348,0.06956521739100001,"(20,25]","(1e+05,1e+06]",24.688800000000015,716275.622493949,320,0.7123943048455542,0.2286047954851606,0.05900090587810238,24.3,245.7,4.9,eutro
1038771,1986,nhdhr_120019849,Low consumption,forest,0.212173913043,0.443478260869,0.006956521739,0.147826086956,0.102608695652,0,0.017391304348,0.06956521739100001,"(20,25]","(1e+05,1e+06]",24.688800000000015,716275.622493949,320,0.6923228334416645,0.22184086167127737,0.08583631233763876,24.3,245.7,4.9,eutro
1038771,1987,nhdhr_120019849,Heavy consumption,forest,0.212173913043,0.443478260869,0.006956521739,0.147826086956,0.102608695652,0,0.017391304348,0.06956521739100001,"(20,25]","(1e+05,1e+06]",24.688800000000015,716275.622493949,320,0.8271015324098078,0.15748063438044202,0.01541783445151373,24.3,245.7,4.9,eutro
1038771,1988,nhdhr_120019849,Heavy consumption,forest,0.212173913043,0.443478260869,0.006956521739,0.147826086956,0.102608695652,0,0.017391304348,0.06956521739100001,"(20,25]","(1e+05,1e+06]",24.688800000000015,716275.622493949,320,0.6599974699437606,0.3275197992689862,0.01248270719374789,24.3,245.7,4.9,eutro
1038771,1989,nhdhr_120019849,Heavy consumption,forest,0.212173913043,0.443478260869,0.006956521739,0.147826086956,0.102608695652,0,0.017391304348,0.06956521739100001,"(20,25]","(1e+05,1e+06]",24.688800000000015,716275.622493949,320,0.7028894200935082,0.27947870820662285,0.01763188039221295,24.3,245.7,4.9,eutro
1038771,1990,nhdhr_120019849,Heavy consumption,forest,0.212173913043,0.443478260869,0.006956521739,0.147826086956,0.102608695652,0,0.017391304348,0.06956521739100001,"(20,25]","(1e+05,1e+06]",24.688800000000015,716275.622493949,320,0.7946655036316531,0.1488553930257204,0.05647906360619658,24.3,245.7,4.9,eutro
1038771,1991,nhdhr_120019849,Heavy consumption,forest,0.212173913043,0.443478260869,0.006956521739,0.147826086956,0.102608695652,0,0.017391304348,0.06956521739100001,"(20,25]","(1e+05,1e+06]",24.688800000000015,716275.622493949,320,0.7911843313261598,0.1729450758112951,0.03587061273076009,24.3,245.7,4.9,eutro
1038771,1992,nhdhr_120019849,Heavy consumption,forest,0.212173913043,0.443478260869,0.006956521739,0.147826086956,0.102608695652,0,0.017391304348,0.06956521739100001,"(20,25]","(1e+05,1e+06]",24.688800000000015,716275.622493949,320,0.6765442344568456,0.24657585264117857,0.07687990172610487,24.3,245.7,4.9,eutro
1038771,1993,nhdhr_120019849,Heavy consumption,forest,0.212173913043,0.443478260869,0.006956521739,0.147826086956,0.102608695652,0,0.017391304348,0.06956521739100001,"(20,25]","(1e+05,1e+06]",24.688800000000015,716275.622493949,320,0.7581819825016674,0.07575804030242525,0.1660600032729395,24.3,245.7,4.9,eutro
1038771,1994,nhdhr_120019849,Heavy consumption,forest,0.212173913043,0.443478260869,0.006956521739,0.147826086956,0.102608695652,0,0.017391304348,0.06956521739100001,"(20,25]","(1e+05,1e+06]",24.688800000000015,716275.622493949,320,0.9242039428633028,0.06029773464911965,0.0154983156578787,24.3,245.7,4.9,eutro
1038771,1995,nhdhr_120019849,Heavy consumption,forest,0.212173913043,0.443478260869,0.006956521739,0.147826086956,0.102608695652,0,0.017391304348,0.06956521739100001,"(20,25]","(1e+05,1e+06]",24.688800000000015,716275.622493949,320,0.33308305410919004,0.5777622230042265,0.0891547005348417,24.3,245.7,4.9,oligo
1038771,1996,nhdhr_120019849,Heavy consumption,forest,0.212173913043,0.443478260869,0.006956521739,0.147826086956,0.102608695652,0,0.017391304348,0.06956521739100001,"(20,25]","(1e+05,1e+06]",24.688800000000015,716275.622493949,320,0.374228295637994,0.5722892952253513,0.05348242031252565,24.3,245.7,4.9,oligo
1038771,1997,nhdhr_120019849,Heavy consumption,forest,0.212173913043,0.443478260869,0.006956521739,0.147826086956,0.102608695652,0,0.017391304348,0.06956521739100001,"(20,25]","(1e+05,1e+06]",24.688800000000015,716275.622493949,320,0.37219776532995685,0.5940493037271832,0.03375295019019312,24.3,245.7,4.9,oligo
1038771,1998,nhdhr_120019849,Heavy consumption,forest,0.212173913043,0.443478260869,0.006956521739,0.147826086956,0.102608695652,0,0.017391304348,0.06956521739100001,"(20,25]","(1e+05,1e+06]",24.688800000000015,716275.622493949,320,0.8581514283553715,0.1007135981229904,0.04113495799959515,24.3,245.7,4.9,eutro
1038771,1999,nhdhr_120019849,Heavy consumption,forest,0.212173913043,0.443478260869,0.006956521739,0.147826086956,0.102608695652,0,0.017391304348,0.06956521739100001,"(20,25]","(1e+05,1e+06]",24.688800000000015,716275.622493949,320,0.8511280689616793,0.13027825695050158,0.01859366291194833,24.3,245.7,4.9,eutro
1038771,2000,nhdhr_120019849,Heavy consumption,forest,0.212173913043,0.443478260869,0.006956521739,0.147826086956,0.102608695652,0,0.017391304348,0.06956521739100001,"(20,25]","(1e+05,1e+06]",24.688800000000015,716275.622493949,320,0.509985897979404,0.4626468492283232,0.02736726272638035,24.3,245.7,4.9,eutro
