nhdr_id,water,developed,barren,forest,shrubland,herbaceous,cultivated,wetlands,LANDUSE
nhdhr_120018079,6.7379679144,83.1016042781,0,4.064171123,0,0.1069518717,0.2139037433,5.7754010695,developed
nhdhr_120018089,2.4844720497,69.5652173914,0,16.4596273292,0.3105590062,0,10.8695652174,0.3105590062,developed
nhdhr_120018423,10.4294478528,32.208588957,0.4601226994,0,0,0,34.2024539877,22.6993865031,cultivated
nhdhr_120019246,10.3341447223,7.6123036069,0.0442575791,53.3303828281,1.0621818987,0.8851515822,0,26.7315777827,forest
nhdhr_120018102,5.5979643766,55.2162849872,0,15.2671755725,0,6.3613231552,1.0178117048,16.5394402036,developed
nhdhr_120018094,7.3412698413,69.2460317461,0,15.0793650794,0,0.1984126984,0.3968253968,7.7380952381,developed
nhdhr_120018022,5.1724137931,89.6551724138,0,4.4827586207,0,0.6896551724,0,0,developed
nhdhr_120018072,9.3577981651,80,0,6.7889908257,0,1.1009174312,2.0183486238,0.7339449541,developed
nhdhr_120018025,9.8837209302,21.0755813953,0,24.7093023256,0.4360465116,0.726744186,0.1453488372,43.023255814,wetlands
nhdhr_151948642,7.560483871,19.3548387097,0.0336021505,48.2526881721,0,1.747311828,1.8481182795,21.2029569893,forest
nhdhr_121623808,6.1818181818,50.5454545454,0,12.3636363636,0,9.8181818182,1.8181818182,19.2727272727,developed
nhdhr_120020343,8.7866108787,53.6262203625,0.069735007,24.8256624826,0,0.7322175732,2.8940027894,9.0655509066,developed
nhdhr_113471457,17.2928461143,23.6232629954,0.3088008235,21.2043232115,0.2316006176,1.1065362841,0.3602676274,35.8723623263,wetlands
nhdhr_143249221,15.8458244111,70.0214132762,0,6.209850107,0,0,2.1413276232,5.7815845825,developed
nhdhr_120020225,7.4946466809,10.9207708779,0,20.1284796573,0,0.6423982869,55.6745182013,5.1391862955,cultivated
nhdhr_120019661,16.1716171617,42.9514380009,0.5186232909,20.0377180575,8.9108910891,1.2258368694,4.4790193305,5.7048561999,developed
nhdhr_120017988,6.5658428624,19.3655477683,0,35.3006270749,0,0.3319808189,4.0575433419,34.3784581336,forest
nhdhr_143249294,5.2309142319,16.5881244109,0,29.8774740811,0.0471253534,0.1413760603,3.534401508,44.5805843544,wetlands
nhdhr_120018088,6.998738966,65.8259773014,0.0630517024,11.1601513241,0,0.8827238335,1.8915510719,13.1778058008,developed
nhdhr_120020370,7.9041916168,26.9461077844,0.2395209581,56.8862275449,1.3173652695,2.994011976,1.6766467066,2.0359281437,forest
nhdhr_120019932,11.9954389966,17.9475484606,0.7525655644,14.275940707,0.4104903079,0.7297605473,1.0034207525,52.8848346636,wetlands
nhdhr_120020357,1.7045454545,11.3636363636,0,69.3181818181,0,0.5681818182,9.0909090909,7.9545454546,forest
nhdhr_120020245,8.8408644401,63.2612966601,0,13.7524557957,0,0.7858546169,1.9646365422,11.3948919449,developed
nhdhr_120018140,9.3062605753,9.3062605753,0,34.6869712352,0,1.3536379019,12.1827411168,33.1641285956,forest
nhdhr_120020226,7.6115485564,66.9291338582,0,16.0104986877,0,1.312335958,8.1364829396,0,developed
nhdhr_120019849,10.2608695652,21.2173913043,0,44.3478260869,1.7391304348,6.9565217391,0.6956521739,14.7826086956,forest
nhdhr_120018008,4.8238897397,14.5482388973,0,8.9586523737,0,0.9188361409,3.5987748851,67.1516079632,wetlands
nhdhr_120020198,26.4600715137,0,0,8.8200238379,0,1.0727056019,26.221692491,37.4255065554,wetlands
nhdhr_120020367,11.8055555556,0,0,46.5277777778,0,1.3888888889,27.0833333333,13.1944444444,forest
nhdhr_120018097,7.6335877863,79.5419847328,0,4.4274809161,0,0.6106870229,5.6488549618,2.1374045801,developed
nhdhr_120020800,2.7144408252,7.4918566775,0,31.8132464712,0,0.217155266,4.1259500543,53.6373507057,wetlands
nhdhr_120020388,9.2127303183,29.648241206,0,56.4489112227,0,0.5025125628,2.8475711893,1.3400335008,forest
nhdhr_120018059,5.4127198917,73.3423545331,0.1353179973,11.6373477673,0.1353179973,0.9472259811,2.9769959405,5.4127198918,developed
nhdhr_120020350,3.7288135593,22.7118644068,0,43.7288135593,0,0.3389830508,29.4915254237,0,forest
nhdhr_141288146,10.899090807,23.6839151419,0.0785722303,37.7483443708,1.2347064766,1.2683802896,10.2929621731,14.7940285105,forest
nhdhr_120020212,9.0909090909,52.312599681,4.625199362,23.7639553429,0.3189792663,0.6379585327,4.7846889952,4.4657097288,developed
nhdhr_120018005,10.7652399481,18.0285343709,0.1297016861,9.0791180286,0,0.2594033722,49.5460440985,12.1919584955,cultivated
nhdhr_120020240,4.9226441632,87.2480075012,0,5.5789967182,0,0.2344116268,2.0159399907,0,developed
nhdhr_120018071,2.1929824561,91.6666666667,0,4.3859649123,0,0,0,1.7543859649,developed
nhdhr_120018106,16.6007905138,51.7786561265,11.4624505929,8.4980237154,0,2.9644268775,7.3122529644,1.3833992095,developed
nhdhr_120018233,10.9131403118,16.0356347439,0,13.8084632517,0,1.7817371938,42.0935412027,15.3674832962,cultivated
nhdhr_120019864,6.6723695466,25.6629597947,0.0855431993,46.9632164242,0.5132591959,4.7904191617,7.1856287425,8.126603935,forest
nhdhr_107074156,9.8285714286,23.7714285715,0.2285714286,52.6857142858,1.4857142857,1.6,0.9142857143,9.4857142858,forest
nhdhr_120019371,12.6711379635,0.9755556788,0,58.9490604735,1.1529294385,1.7072224378,0.2438889197,24.3002050885,forest
nhdhr_120020090,15.8962421018,5.9860325907,0.3325573661,7.4825407382,0,3.4253408713,37.5789823745,29.2983039575,cultivated
nhdhr_120018049,5.8285714286,65.7142857144,0,15.3142857143,0.1142857143,0.6857142857,2.9714285715,9.3714285714,developed
nhdhr_120020844,4.3209876543,9.2592592592,0,34.0740740741,0,0.8641975309,1.7283950617,49.7530864198,wetlands
nhdhr_114544961,12.3493975904,6.6265060241,0,36.7469879518,0,0.9036144578,0,43.3734939759,wetlands
nhdhr_120020220,11.5979381443,15.206185567,1.8041237113,51.5463917526,9.5360824742,5.1546391753,2.3195876289,2.8350515464,forest
nhdhr_139269433,5.6670602125,17.5914994097,0,30.4604486423,0,0.5903187721,3.3057851239,42.3848878394,wetlands
nhdhr_120018226,10.4076322637,0.0867302689,0,36.2532523851,0,0.1734605377,1.8213356461,51.2575888986,wetlands
nhdhr_121622394,6.5504040834,56.2313908975,0,20.5019140791,0.2126754573,0.4253509145,3.7856231391,12.2926414292,developed
nhdhr_120018060,8.7458745875,31.5181518152,0,2.4752475248,0.3300330033,0,0.6600660067,56.2706270627,wetlands
nhdhr_143249413,14.1818181818,24,0,40.7272727273,1.4545454545,1.2727272727,0.9090909091,17.4545454545,forest
nhdhr_120020206,6.6705002875,49.2811960897,0,12.5934445084,0.1150086256,0.5175388154,24.9568717654,5.8654399079,developed
nhdhr_121622699,7.7809798271,73.9673390971,0,7.3006724304,0.0960614793,0.1921229587,2.0172910662,8.6455331412,developed
nhdhr_105954753,7.8620689655,7.6260536399,0.0888888889,67.8865900383,1.1095785441,1.0206896552,0.1685823755,14.2375478927,forest
nhdhr_120019513,11.2524128534,4.0535937322,0.1135460429,32.1448847507,0.2952197116,0.4541841717,0.1249006472,51.5612580901,wetlands
nhdhr_120018124,9.1024020228,16.3084702908,0.1264222503,52.4652338812,1.2642225032,1.2642225032,9.608091024,9.8609355246,forest
nhdhr_114542575,5.0488599349,5.3745928339,0,87.4592833876,0,0.4885993485,0,1.6286644951,forest
nhdhr_120019294,8.2126589163,30.9334421103,0.6526616357,19.0427629342,0.7070501054,0.5574818139,2.5222652798,37.3716772045,wetlands
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,95.0491907331,0,0,4.8238654396,0,0.0952078705,0,0.0317359568,water
nhdhr_107074838,1.226993865,4.2944785276,0,20.245398773,0.6134969325,0,38.6503067485,34.9693251534,cultivated
nhdhr_120018032,9.0482573727,45.7104557641,0,26.8096514746,0.0670241287,0.6702412869,0.4021447721,17.292225201,developed
nhdhr_120020373,71.5492957746,0,0,27.0422535211,0,0.2816901408,0.2816901408,0.8450704225,water
nhdhr_120019850,11.2759643917,17.0623145401,0,42.7299703264,5.4154302671,3.0415430267,5.2670623145,15.2077151335,forest
nhdhr_120018047,7.8481012658,74.4303797469,0,9.8734177215,0,0,1.0126582278,6.835443038,developed
nhdhr_120018133,7.2946175637,30.7365439094,0,29.178470255,1.1331444759,0.9206798867,6.1614730878,24.5750708215,developed
nhdhr_120018055,7.4829931973,78.4580498866,0,8.3900226757,0,0,0,5.6689342404,developed
nhdhr_120018136,9.0243902439,6.3414634146,0,43.4146341463,0.487804878,2.1951219512,1.9512195122,36.5853658537,forest
nhdhr_120018120,9.0909090909,6.734006734,0,38.3838383838,0,0,0.6734006734,45.1178451178,wetlands
nhdhr_143250015,9.7161572052,40.7751091704,0,17.0851528384,0.7641921397,0.6550218341,5.7860262009,25.2183406113,developed
nhdhr_120020242,7.0243902439,85.8536585367,0.0975609756,4.8780487805,0,1.0731707317,0.5853658536,0.487804878,developed
nhdhr_120019636,7.3741708935,14.4362075692,0,39.3679282091,0.1950838861,3.5505267265,7.6082715567,27.4678111588,forest
nhdhr_120018084,5.7046979866,88.5906040269,2.3489932886,1.0067114094,0,0,1.677852349,0.6711409396,developed
nhdhr_120018211,6.5589353612,14.7338403043,0.0950570342,35.4562737642,0.0950570342,0.3802281369,9.5057034221,33.174904943,forest
nhdhr_120020342,3.9647577093,3.3039647577,0,50.6607929515,0,0,35.2422907489,6.8281938326,forest
nhdhr_120020379,5.4380664653,65.5589123867,0,8.1570996979,0,0.6042296073,3.3232628399,16.918429003,developed
nhdhr_143249464,20,7.3015873016,0,35.2380952381,0,0.6349206349,9.2063492064,27.6190476191,forest
nhdhr_143249192,14.4444444444,49.2720306513,0,14.9042145594,0,0.8429118774,5.0191570881,15.5172413793,developed
nhdhr_120020366,6.9832402235,7.5418994413,0,45.530726257,0.2793296089,4.469273743,8.1005586592,27.094972067,forest
nhdhr_145088870,7.5,20.5681818181,0,27.7272727272,0,32.1590909091,1.1931818182,10.8522727273,herbaceous
nhdhr_120020246,5.8015267176,4.2748091603,0.1526717557,47.786259542,1.9847328244,8.7022900763,20,11.2977099236,forest
